reactant_a,reactant_b,combination_type,primary_product_formula,primary_product_name,balanced_equation,state_at_stp,conditions,facts,common_misconception,confidence
Kr,Tb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Dy,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Ho,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Er,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Tm,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Yb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Lu,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Hf,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Ta,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,W,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Re,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Os,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Ir,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Pt,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Au,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Hg,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Tl,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Pb,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Bi,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Po,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,At,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Rn,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Fr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Ra,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Ac,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Th,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Pa,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,U,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Np,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Pu,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Kr,Am,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Krypton is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
